Table_name,Table_description,Table_columns(Data type),Primary_key,Table_category,Description_verified
dashboard_menu_master,"Master/configuration table (relatively static reference data). Key fields: MENU_ID, SEQUENCE, PARENT_ID, MAIN_MENU, MENU_NAME, MENU_ICON.","MENU_ID(int), SEQUENCE(decimal(10,3)), PARENT_ID(int), MAIN_MENU(enum('SUPERADMIN','SUPERVISOR','SUPPORT','OPERATOR','CHARGING STATION','MAINTENANCE','COMMON','UAT','RESEARCH & DEVELOPMENT')), MENU_NAME(varchar(50)), MENU_ICON(varchar(50)), MENU_PATH(varchar(50)), MENU_DESCRIPTION(text), IS_BOT_AUTH_GUARD(tinyint(1)), IS_MENU_VISIBLE(tinyint(1)), IS_MENU_OPEN(tinyint(1)), IS_PAGE_HEADING_VISIBLE(tinyint(1)), IS_FOOTER_VISIBLE(tinyint(1)), IS_ACTIVE(tinyint(1)), INSERTED_BY(varchar(50)), INSERTED_TIMESTAMP(datetime(3)), UPDATED_BY(varchar(50)), UPDATED_TIMESTAMP(datetime(3))",MENU_ID,config_master,YES
dashboard_report_master,"Master/configuration table (relatively static reference data). Key fields: REPORT_ID, SEQUENCE, REPORT_PARENT_ID, L1_REPORT_NAME, L1_REPORT_VALUE, L1_TABLE_UNIQUE_IDENTIFIER.","REPORT_ID(int), SEQUENCE(decimal(10,3)), REPORT_PARENT_ID(int), L1_REPORT_NAME(varchar(100)), L1_REPORT_VALUE(varchar(100)), L1_TABLE_UNIQUE_IDENTIFIER(varchar(100)), L1_ENABLE_DATETIME(tinyint(1)), L1_EXTRA_PARAMETERS(text), L1_BUTTON_COUNT(int), L1_BUTTON1_REPORT_NAME(varchar(100)), L1_BUTTON1_REPORT_VALUE(varchar(100)), L1_BUTTON1_TABLE_UNIQUE_IDENTIFIER(varchar(100)), L1_BUTTON1_EXTRA_PARAMETERS(text), L1_BUTTON2_REPORT_NAME(varchar(100)), L1_BUTTON2_REPORT_VALUE(varchar(100)), L1_BUTTON2_TABLE_UNIQUE_IDENTIFIER(varchar(100)), L1_BUTTON2_EXTRA_PARAMETERS(text), L1_BUTTON3_REPORT_NAME(varchar(100)), L1_BUTTON3_REPORT_VALUE(varchar(100)), L1_BUTTON3_TABLE_UNIQUE_IDENTIFIER(varchar(100)), L1_BUTTON3_EXTRA_PARAMETERS(text), L2_REPORT_NAME(varchar(100)), L2_REPORT_VALUE(varchar(100)), L2_TABLE_UNIQUE_IDENTIFIER(varchar(100)), L2_EXTRA_PARAMETERS(text), L3_REPORT_NAME(varchar(100)), L3_REPORT_VALUE(varchar(100)), L3_TABLE_UNIQUE_IDENTIFIER(varchar(100)), L3_EXTRA_PARAMETERS(text), IS_ACTIVE(tinyint(1)), INSERTED_BY(varchar(100)), INSERTED_TIMESTAMP(datetime(3)), UPDATED_BY(varchar(100)), UPDATED_TIMESTAMP(datetime(3))",REPORT_ID,config_master,YES
dashboard_report_parent_master,"Master/configuration table (relatively static reference data). Key fields: REPORT_PARENT_ID, SEQUENCE, REPORT_PARENT_NAME, IS_ACTIVE, INSERTED_BY, INSERTED_TIMESTAMP.","REPORT_PARENT_ID(int), SEQUENCE(decimal(10,3)), REPORT_PARENT_NAME(varchar(100)), IS_ACTIVE(tinyint(1)), INSERTED_BY(varchar(50)), INSERTED_TIMESTAMP(datetime(3)), UPDATED_BY(varchar(50)), UPDATED_TIMESTAMP(datetime(3))",REPORT_PARENT_ID,config_master,YES
dashboard_report_role_mapping,"Schema-based summary for 'dashboard report role mapping'. Key fields: ID, REPORT_ID, ROLE_ID, IS_ACTIVE, INSERTED_BY, INSERTED_TIMESTAMP.","ID(int), REPORT_ID(int), ROLE_ID(int), IS_ACTIVE(tinyint(1)), INSERTED_BY(varchar(50)), INSERTED_TIMESTAMP(datetime(3)), UPDATED_BY(varchar(50)), UPDATED_TIMESTAMP(datetime(3))",ID,general_table,YES
dashboard_role_master,"Master/configuration table (relatively static reference data). Key fields: ROLE_ID, SEQUENCE, ROLE_NAME, REDIRECT_URL, IS_ACTIVE, INSERTED_BY.","ROLE_ID(int), SEQUENCE(decimal(10,3)), ROLE_NAME(varchar(50)), REDIRECT_URL(int), IS_ACTIVE(int), INSERTED_BY(varchar(50)), INSERTED_TIMESTAMP(datetime(3)), UPDATED_BY(varchar(50)), UPDATED_TIMESTAMP(datetime(3))",ROLE_ID,config_master,YES
dashboard_role_menu_access_mapping,"Schema-based summary for 'dashboard role menu access mapping'. Key fields: ID, ROLE_ID, MENU_ID, ACCESS_ID, IS_ACTIVE, INSERTED_BY.","ID(bigint), ROLE_ID(int), MENU_ID(int), ACCESS_ID(int), IS_ACTIVE(tinyint(1)), INSERTED_BY(varchar(50)), INSERTED_TIMESTAMP(datetime(3)), UPDATED_BY(varchar(50)), UPDATED_TIMESTAMP(datetime(3))",ID,general_table,YES
dashboard_static_text,"Schema-based summary for 'dashboard static text'. Key fields: ID, UNIQUE_IDENTIFIER, CONTENT, CONTENT_TITLE, DESCRIPTION, IS_ACTIVE.","ID(int), UNIQUE_IDENTIFIER(varchar(255)), CONTENT(text), CONTENT_TITLE(varchar(255)), DESCRIPTION(text), IS_ACTIVE(tinyint(1)), INSERTED_BY(varchar(50)), INSERTED_TIMESTAMP(datetime)",ID,general_table,YES
dashboard_tab_master,"Master/configuration table (relatively static reference data). Key fields: TAB_ID, MENU_ID, SECTION_NAME, TAB_KEY_NAME, TAB_NAME, TAB_ACTIVE.","TAB_ID(int), MENU_ID(int), SECTION_NAME(varchar(100)), TAB_KEY_NAME(varchar(50)), TAB_NAME(varchar(50)), TAB_ACTIVE(tinyint(1)), SEQUENCE(int), IS_ACTIVE(tinyint(1)), INSERTED_BY(varchar(50)), INSERTED_TIMESTAMP(datetime(3)), UPDATED_BY(varchar(50)), UPDATED_TIMESTAMP(datetime(3))",TAB_ID,config_master,YES
dashboard_table_badge_classes_master,"Master/configuration table (relatively static reference data). Key fields: ID, COLUMN_VALUE, CLASS_NAME, IS_ACTIVE, INSERTED_BY, INSERTED_TIMESTAMP.","ID(int), COLUMN_VALUE(varchar(100)), CLASS_NAME(varchar(100)), IS_ACTIVE(tinyint(1)), INSERTED_BY(varchar(50)), INSERTED_TIMESTAMP(datetime(3)), UPDATED_BY(varchar(50)), UPDATED_TIMESTAMP(datetime(3))",ID,config_master,YES
dashboard_table_columns_master,"Master/configuration table (relatively static reference data). Key fields: ID, COLUMN_HEADER_NAME, COLUMN_COMPARISON_KEY, COLUMN_DATA_TYPE, IS_ACTIVE, INSERT_TIMESTAMP.","ID(int), COLUMN_HEADER_NAME(varchar(255)), COLUMN_COMPARISON_KEY(varchar(255)), COLUMN_DATA_TYPE(enum('BOOLEAN','DATETIME','INT','STRING')), IS_ACTIVE(tinyint(1)), INSERT_TIMESTAMP(datetime), INSERTED_BY(varchar(50)), UPDATE_TIMESTAMP(datetime), UPDATED_BY(varchar(50))",ID,config_master,YES
dashboard_table_header_json_master,"Master/configuration table (relatively static reference data). Key fields: ID, TABLE_UNIQUE_IDENTIFIER, TABLE_TYPE, DEFAULT_HEADER_JSON, IS_ACTIVE, INSERTED_TIMESTAMP.","ID(int), TABLE_TYPE(enum('SERVER_SIDE','CLIENT_SIDE','WEB_SOCKET')), TABLE_UNIQUE_IDENTIFIER(varchar(100)), DEFAULT_HEADER_JSON(json), IS_ACTIVE(tinyint(1)), INSERTED_TIMESTAMP(datetime(3)), INSERTED_BY(varchar(50)), UPDATED_TIMESTAMP(datetime(3)), UPDATED_BY(varchar(50))","ID, TABLE_UNIQUE_IDENTIFIER",config_master,YES
dashboard_table_header_json_user_mapping,"Schema-based summary for 'dashboard table header json user mapping'. Key fields: ID, USER_ID, TABLE_ID, SELECTED_HEADER_JSON, IS_ACTIVE, INSERTED_TIMESTAMP.","ID(int), USER_ID(int), TABLE_ID(int), SELECTED_HEADER_JSON(json), IS_ACTIVE(tinyint(1)), INSERTED_TIMESTAMP(datetime(3))",ID,general_table,YES
dashboard_table_parameters_master,"Master/configuration table (relatively static reference data). Key fields: ID, MENU_ID, SECTION_NAME, UNIQUE_IDENTIFIER, HEADING, TYPE.","ID(int), MENU_ID(int), SECTION_NAME(varchar(50)), UNIQUE_IDENTIFIER(varchar(100)), HEADING(varchar(100)), TYPE(enum('SERVER_SIDE','CLIENT_SIDE','WEBSOCKET')), EXTRA_PROPERTIES(json), PAGINATION_SHOW(tinyint(1)), PAGINATION_SIZE_OPTIONS(json), CLASS_NAME(varchar(50)), SINGLE_SELECTION_SHOW(tinyint(1)), MULTIPLE_SELECTION_SHOW(tinyint(1)), DOWNLOAD_BUTTON_SHOW(tinyint(1)), FILTER_BUTTON_SHOW(tinyint(1)), REFRESH_BUTTON_SHOW(tinyint(1)), COLUMN_SEARCH_SHOW(tinyint(1)), WORKBOOK_NAME(varchar(50)), SLIDE_TOGGLE_SHOW(tinyint(1)), SLIDE_TOGGLE_TEXT_SHOW(tinyint(1)), SLIDE_TOGGLE_COLUMN_HEADER_NAME(varchar(20)), SLIDE_TOGGLE_COLUMN_NAME(varchar(20)), IS_ACTIVE(tinyint(1)), INSERTED_BY(varchar(50)), INSERTED_TIMESTAMP(datetime(3))",ID,config_master,YES
dashboard_table_serverside_column_config,"Schema-based summary for 'dashboard table serverside column config'. Key fields: ID, TABLE_UNIQUE_IDENTIFIER, DEFAULT_COLUMN_JSON, TABLE_TYPE, TABLE_SERVER_SIDE, IS_ACTIVE.","ID(int), TABLE_UNIQUE_IDENTIFIER(varchar(50)), DEFAULT_COLUMN_JSON(json), TABLE_TYPE(enum('SERVER_SIDE','CLIENT_SIDE','WEBSOCKET')), TABLE_SERVER_SIDE(tinyint(1)), IS_ACTIVE(tinyint(1)), INSERTED_TIMESTAMP(datetime(3)), INSERTED_BY(varchar(50)), UPDATED_TIMESTAMP(datetime(3)), UPDATED_BY(varchar(50))","ID, TABLE_UNIQUE_IDENTIFIER",config_master,YES
dashboard_table_user_column_config_mapping,"Schema-based summary for 'dashboard table user column config mapping'. Key fields: ID, USER_ID, TABLE_ID, COLUMN_JSON, IS_ACTIVE, INSERTED_TIMESTAMP.","ID(int), USER_ID(int), TABLE_ID(int), COLUMN_JSON(json), IS_ACTIVE(tinyint(1)), INSERTED_TIMESTAMP(datetime(3))",ID,config_master,YES
dashboard_user_master,"Master/configuration table (relatively static reference data). Key fields: USER_ID, USER_NAME, USER_FULL_NAME, USER_PASSWORD, SALT, IS_ACTIVE.","USER_ID(int), USER_NAME(varchar(45)), USER_FULL_NAME(varchar(100)), USER_PASSWORD(varchar(100)), SALT(varchar(50)), IS_ACTIVE(tinyint), INSERTED_BY(varchar(45)), INSERTED_TIMESTAMP(datetime(3)), UPDATED_BY(varchar(45)), UPDATED_TIMESTAMP(datetime(3))",USER_ID,config_master,YES
dashboard_user_role_setting_mapping,"Schema-based summary for 'dashboard user role setting mapping'. Key fields: ID, USER_ID, ROLE_ID, LOGIN_TIMESTAMP, LOGOUT_TIMESTAMP, IS_LOCKED.","ID(bigint), USER_ID(int), ROLE_ID(int), LOGIN_TIMESTAMP(datetime(3)), LOGOUT_TIMESTAMP(datetime(3)), IS_LOCKED(int), IS_LOCKED_TIMESTAMP(datetime(3)), GRID_SHOW_TOOLTIP(tinyint), CS_GRIDX(int), CS_GRIDY(int), DEFAULT_LANGUAGE(enum('ENGLISH','HINDI')), DASHBOARD_UPDATED(tinyint(1)), IS_ACTIVE(tinyint), INSERTED_BY(varchar(45)), INSERTED_TIMESTAMP(datetime(3)), UPDATED_BY(varchar(45)), UPDATED_TIMESTAMP(datetime(3))",ID,general_table,YES
dashboard_wave_upload_status,"Wave-related table for batching and executing operations. Key fields: ID, WAVE_ID, CLIENT_WAVE_ID, WAVE_TYPE, STATUS, IS_ACTIVE.","ID(int), WAVE_ID(varchar(100)), CLIENT_WAVE_ID(varchar(100)), WAVE_TYPE(varchar(50)), STATUS(varchar(100)), IS_ACTIVE(tinyint(1)), INSERTED_ON(datetime), INSERTED_BY(varchar(100))",ID,transaction_table,YES
dashboard_wave_upload_status_archive,"Archive/history table for dashboard_wave_upload_status. Key fields: ID, WAVE_ID, CLIENT_WAVE_ID, WAVE_TYPE, STATUS, IS_ACTIVE.","ID(int), WAVE_ID(varchar(100)), CLIENT_WAVE_ID(varchar(100)), WAVE_TYPE(varchar(50)), STATUS(varchar(100)), IS_ACTIVE(tinyint(1)), INSERTED_ON(datetime), INSERTED_BY(varchar(100))",ID,log_table,YES
dashboard_websocket_function_timer_mapping,"Schema-based summary for 'dashboard websocket function timer mapping'. Key fields: ID, FUNCTION_NAME, TIMER, IS_ACTIVE, INSERTED_BY, INSERTED_TIMESTAMP.","ID(int), FUNCTION_NAME(varchar(200)), TIMER(enum('2','5','10')), IS_ACTIVE(tinyint(1)), INSERTED_BY(varchar(100)), INSERTED_TIMESTAMP(datetime), UPDATED_BY(varchar(100)), UPDATED_TIMESTAMP(datetime)","ID, FUNCTION_NAME",general_table,YES
dashboard_ws_function_timer_master,"Master/configuration table (relatively static reference data). Key fields: ID, FUNCTION_NAME, TIMER, IS_GLOBAL, IS_ACTIVE, INSERTED_BY.","ID(int), FUNCTION_NAME(varchar(200)), TIMER(enum('2','5','10')), IS_GLOBAL(tinyint(1)), IS_ACTIVE(tinyint(1)), INSERTED_BY(varchar(100)), INSERTED_TIMESTAMP(datetime(3)), UPDATED_BY(varchar(100)), UPDATED_TIMESTAMP(datetime(3))",ID,config_master,YES
display_message_log,"Schema-based summary for 'display message log'. Key fields: DISPLAY_ID, MESSAGE, WAVE_ID, WAVE_ORDER_ID, INSERTED_TIMESTAMP.","DISPLAY_ID(int), MESSAGE(json), WAVE_ID(varchar(200)), WAVE_ORDER_ID(varchar(200)), INSERTED_TIMESTAMP(datetime(3))",,log_table,YES
dynamic_property_master,"Master/configuration table (relatively static reference data). Key fields: ID, XSTART, YSTART, XEND, YEND, PROPERTY.","ID(int), XSTART(int), YSTART(int), XEND(int), YEND(int), PROPERTY(int)",ID,config_master,YES
dynamic_task_allocation,"Schema-based summary for 'dynamic task allocation'. Key fields: BIN_ID, OrderBinID1, InsertedTimestamp1, OrderBinID2, UpdatedTimestamp2, TimeDifferenceInSeconds.","BIN_ID(int), OrderBinID1(int), InsertedTimestamp1(timestamp(3)), OrderBinID2(int), UpdatedTimestamp2(timestamp(3)), TimeDifferenceInSeconds(bigint)",,general_table,YES
global_pause_log,"Log/audit table recording events or state changes. Key fields: LOG_ID, SOURCE_ID, SOURCE, GLOBAL_PAUSE_BIT, PRESSED_TIMESTAMP, RELEASED_TIMESTAMP.","LOG_ID(varchar(36)), SOURCE_ID(int), SOURCE(varchar(100)), GLOBAL_PAUSE_BIT(tinyint), PRESSED_TIMESTAMP(datetime(3)), RELEASED_TIMESTAMP(datetime(3)), UPDATED_TIMESTAMP(datetime(3))",LOG_ID,log_table,YES
hardware_registered,"Schema-based summary for 'hardware registered'. Key fields: HARDWARE_ID, HARDWARE_TYPE, HARDWARE_ALIAS, HARDWARE_COMMUNICATION_TYPE.","HARDWARE_ID(int), HARDWARE_TYPE(enum('STATION','STATION_SCANNER','PTL','HHD','PRINTER','PTL_SCANNER','CURTAIN_LIGHT','CONVEYOR','SAFETY_DOOR','CHARING_STATION','DISPLAY','CONVEYOR_MULTIPLEXER','MAINTENANCE_STATION','MAINTENANCE_SCANNER_MULTIPLEXER')), HARDWARE_ALIAS(varchar(100)), HARDWARE_COMMUNICATION_TYPE(enum('NONE','SEND','RECEIVE','BOTH'))",HARDWARE_ID,general_table,YES
hw_charging_station_master,"Master/configuration table (relatively static reference data). Key fields: STATION_ID, LOCATION_ID, GLOBAL_PAUSE, CURTAIN_SENSOR.","STATION_ID(int), LOCATION_ID(int), GLOBAL_PAUSE(tinyint), CURTAIN_SENSOR(tinyint)",STATION_ID,station_master,YES
hw_conveyor_master,"Master/configuration table (relatively static reference data). Key fields: CONVEYOR_ID, PARENT_ID, IP, PORT, MAKE, CONVEYOR_MUX_ID.","CONVEYOR_ID(int), PARENT_ID(int), IP(varchar(200)), PORT(int), MAKE(enum('OMRON','CONVEYOR_MULTIPLEXER')), CONVEYOR_MUX_ID(int), SIM_PORT(int), COUNTER(int), PUT_REQUEST(tinyint), PUT_CONFIRM(tinyint), PUT_CONFIRM_ACK(tinyint), PICK_CONFIRM(tinyint), PICK_CONFIRM_ACK(tinyint), MOVE_BIN_CONFIRM(tinyint), MOVE_BIN_CONFIRM_ACK(tinyint), BIN_ON_STATION(int), BIN_ON_PICK_ACK(tinyint), BIN_ON_PICK(int), PUT_BIN_ID(int), LAST_MSG_SENT(varchar(255)), REGISTER_WRITE_ADDRESS(varchar(10)), BIN_ON_STATION_BOOL(tinyint), BIN_ON_PICK_BOOL(tinyint), BIN_ON_STATION_BARCODE(varchar(50)), BIN_ON_PICK_BARCODE(varchar(50)), LAST_MSG_RECEIVED(varchar(255)), BARCODE_ON_STATION_SCAN(varchar(100)), BARCODE_ON_PICK_SCAN(varchar(100)), REGISTER_READ_ADDRESS(int), REGISTER_READ_LENGTH(int)",CONVEYOR_ID,config_master,YES
hw_conveyor_mux_master,"Master/configuration table (relatively static reference data). Key fields: MUX_ID, IP, PORT, COUNTER, MAKE, AUTO_BOOL.","MUX_ID(int), IP(varchar(50)), PORT(int), COUNTER(int), MAKE(enum('OMRON')), AUTO_BOOL(varchar(20)), REGISTER_WRITE_ADDRESS(int), REGISTER_READ_ADDRESS(int), REGISTER_READ_LENGTH(int)",MUX_ID,config_master,YES
hw_curtain_light_master,"Master/configuration table (relatively static reference data). Key fields: LIGHT_ID, PARENT_ID, IP, PORT, COUNTER, GLOBAL_PAUSE.","LIGHT_ID(int), PARENT_ID(int), IP(varchar(200)), PORT(int), COUNTER(int), GLOBAL_PAUSE(int), LAST_SENT_BITS(varchar(50))",LIGHT_ID,config_master,YES
hw_display_master,"Master/configuration table (relatively static reference data). Key fields: DISPLAY_ID, PARENT_ID, LAST_MESSAGE, IP, NOREAD_MESSAGE, UPDATED_TIMESTAMP.","DISPLAY_ID(int), PARENT_ID(int), LAST_MESSAGE(json), IP(varchar(200)), NOREAD_MESSAGE(json), UPDATED_TIMESTAMP(datetime(3))",DISPLAY_ID,config_master,YES
hw_maintenance_master,"Master/configuration table (relatively static reference data). Key fields: MAINTENANCE_ID, SCANNER_MUX_ID, MAINTENANCE_POINT_LOCATION_ID, MAINTENANCE_PICK_POINT_LOCATION_ID, MAINTENANCE_POINT_BARCODE, MAINTENANCE_PICK_POINT_BARCODE.","MAINTENANCE_ID(int), SCANNER_MUX_ID(int), MAINTENANCE_POINT_LOCATION_ID(bigint), MAINTENANCE_PICK_POINT_LOCATION_ID(bigint), MAINTENANCE_POINT_BARCODE(varchar(45)), MAINTENANCE_PICK_POINT_BARCODE(varchar(45)), IS_ACTIVE(int), INSERTED_BY(varchar(100)), INSERTED_TIMESTAMP(datetime(3)), UPDATED_BY(varchar(100)), UPDATED_TIMESTAMP(datetime(3))",MAINTENANCE_ID,config_master,YES
hw_maintenance_scanner_multiplexer_master,Master/configuration table (relatively static reference data). Key fields: id.,id(int),id,config_master,YES
hw_ptl_master,"Master/configuration table (relatively static reference data). Key fields: PTL_ID, PARENT_ID, IP, PORT, STATUS, BARCODE_OPEN_BAG.","PTL_ID(int), PARENT_ID(int), IP(varchar(200)), PORT(int), STATUS(enum('LPN_OPEN','LPN_CLOSED','ENABLED','DISABLED','LPN_SCAN')), BARCODE_OPEN_BAG(varchar(100)), BARCODE_CLOSE_BAG(varchar(100)), DISPLAY(int), ORDER_COMPLETE(tinyint), IS_ACTIVE(tinyint)",PTL_ID,config_master,YES
hw_safety_door_master,"Master/configuration table (relatively static reference data). Key fields: SAFETY_DOOR_ID, SAFTEY_DOOR_ALIAS, COUNTER, GLOBAL_PAUSE, SELECTOR_SWITCH, RELEASE_LOCK.","SAFETY_DOOR_ID(int), SAFTEY_DOOR_ALIAS(varchar(200)), COUNTER(int), GLOBAL_PAUSE(int), SELECTOR_SWITCH(int), RELEASE_LOCK(int)",SAFETY_DOOR_ID,config_master,YES
hw_scanner_master,"Master/configuration table (relatively static reference data). Key fields: SCANNER_ID, PARENT_ID, IP, PORT, LAST_SCANNED.","SCANNER_ID(int), PARENT_ID(int), IP(varchar(200)), PORT(int), LAST_SCANNED(varchar(200))",SCANNER_ID,config_master,YES
hw_station_master,"Station master for hardware stations (pick/put/SA/BL/etc.). Used for wave assignment, cluster/station routing, live station status, and operator interaction. Key fields: STATION_ID, STATION_ALIAS_NAME, LOCATION_ID, MAX_BUFFER_COUNT, STATUS, STATION_TYPE.","STATION_ID(int), STATION_ALIAS_NAME(varchar(255)), LOCATION_ID(int), MAX_BUFFER_COUNT(int), STATUS(enum('ENABLED','DISABLED')), STATION_TYPE(enum('GTP_STATION','GTC_STATION')), GLOBAL_PAUSE(tinyint), SAFETY_VALUE(tinyint), LOGGED_IN_USER_ID(varchar(200)), WAVE_ID(varchar(200)), WAVE_STATUS(enum('NO_WAVE','WAITING_OPERATOR','WAVE_LIVE','STATION_PAUSE')), PICK_ACTION_LOCATION_ID(bigint), PUT_ACTION_LOCATION_ID(bigint), STATION_UTILISATION(bigint), PALLET_SCAN_BARCODE(varchar(100)), UPDATED_ON(datetime(3)), ASSOCIATED_HOME_1(int), ASSOCIATED_HOME_2(int), STATION_ENTRY_LOCATION_ID(bigint)",STATION_ID,station_master,YES
integration_error_logs,"Log/audit table recording events or state changes. Key fields: ID, SOURCE_APPLICATION, CLASS_METHOD_NAME, ERROR_CODE, ERROR_MESSAGE, INNER_ERROR_MESSAGE.","ID(int), SOURCE_APPLICATION(varchar(50)), CLASS_METHOD_NAME(text), ERROR_CODE(int), ERROR_MESSAGE(text), INNER_ERROR_MESSAGE(text), ERROR_STACKTRACE(text), ERROR_DESCRIPTION(text), ERROR_TIMESTAMP(datetime), ENDPOINT(varchar(225))",ID,log_table,YES
integration_error_logs_archive,"Archive/history table for integration_error_logs. Key fields: ID, SOURCE_APPLICATION, CLASS_METHOD_NAME, ERROR_CODE, ERROR_MESSAGE, INNER_ERROR_MESSAGE.","ID(int), SOURCE_APPLICATION(varchar(50)), CLASS_METHOD_NAME(text), ERROR_CODE(int), ERROR_MESSAGE(text), INNER_ERROR_MESSAGE(text), ERROR_STACKTRACE(text), ERROR_DESCRIPTION(text), ERROR_TIMESTAMP(datetime), ENDPOINT(varchar(225))",ID,log_table,YES
inventory_sync_gln_mapping,"Inventory related table (availability/stock). Key fields: INVENTORY_SYN_GLN_MAPPING_ID, INVENTORY_SYNC_MASTER_ID, GLN, TOTAL_PAGES, STATUS, COMMENTS.","INVENTORY_SYN_GLN_MAPPING_ID(varchar(50)), INVENTORY_SYNC_MASTER_ID(varchar(50)), GLN(varchar(50)), TOTAL_PAGES(int), STATUS(enum('PENDING','NEO_SYNC_PREPARATION','WMS_RESPONSE_ACK','WMS_RESPONSE_AWAIT','COMPLETED','PARTIAL_SUCCESS','SUCCESS')), COMMENTS(text), INSERTED_TIMESTAMP(timestamp(3)), NEO_SYNC_PREPARATION_TIMESTAMP(timestamp), NEO_SYNC_ACKNOWLEDGE(timestamp(3)), COMPLETION_TIMESTAMP(timestamp), UPDATED_TIMESTAMP(timestamp), INSERTED_BY(varchar(50)), UPDATED_BY(varchar(50))",INVENTORY_SYN_GLN_MAPPING_ID,general_table,YES
inventory_sync_gln_payload_mapping,"Inventory related table (availability/stock). Key fields: INVENTORY_SYNC_GLN_PAYLOAD_MAPPING_ID, INVENTORY_SYNC_MASTER_ID, INVENTORY_SYNC_GLN_MAPPING_ID, PAGE_NUMBER, TOTAL_PAGES, PAYLOAD_ID.","INVENTORY_SYNC_GLN_PAYLOAD_MAPPING_ID(varchar(50)), INVENTORY_SYNC_MASTER_ID(varchar(50)), INVENTORY_SYNC_GLN_MAPPING_ID(varchar(50)), PAGE_NUMBER(int), TOTAL_PAGES(int), PAYLOAD_ID(varchar(50)), INSERTED_TIMESTAMP(timestamp(3)), UPDATED_TIMESTAMP(timestamp(3))",INVENTORY_SYNC_GLN_PAYLOAD_MAPPING_ID,general_table,YES
inventory_sync_master,"Master/configuration table (relatively static reference data). Key fields: INVENTORY_SYNC_MASTER_ID, STATUS, REASON, COMMENTS, INSERTED_TIMESTAMP, WAVE_COMPLETION_TIMESTAMP.","INVENTORY_SYNC_MASTER_ID(varchar(50)), STATUS(enum('PENDING','WAITING_FOR_WAVE_COMPLETION','WAITING_FOR_API_REQUEST_COMPLETION','NEO_SYNC_PREPARATION','WMS_RESPONSE_AWAIT','COMPLETED','FAILED','PARTIAL_COMPLETED')), REASON(varchar(1000)), COMMENTS(text), INSERTED_TIMESTAMP(timestamp(3)), WAVE_COMPLETION_TIMESTAMP(timestamp), API_REQUEST_COMPLETION_TIMESTAMP(timestamp), NEO_PREPARATION_COMPLETION_TIMESTAMP(timestamp), COMPLETED_TIMESTAMP(timestamp), UPDATED_TIMESTAMP(timestamp(3)), INSERTED_BY(varchar(50)), UDPATED_BY(varchar(50))",INVENTORY_SYNC_MASTER_ID,config_master,YES
lidar_bifurcation_table,"This table contains data for various lidar zones properties along with its meaning. Key fields: ID, PROPERTY_NUMBER, PROPERTY_NAME, PROPERTY_TYPE, X_MOVE, Y_MOVE.","ID(int), PROPERTY_NUMBER(int), PROPERTY_NAME(varchar(100)), PROPERTY_TYPE(int), X_MOVE(tinyint(1)), Y_MOVE(tinyint(1)), Z_MOVE(tinyint(1)), FRONT_LIDAR(tinyint(1)), REAR_LIDAR(tinyint(1)), BOTTOM_LIDAR(tinyint(1)), FRONT_LIDAR_ZONE(int), REAR_LIDAR_ZONE(int), BOTTOM_LIDAR_ZONE(int)",ID,general_table,YES
lidar_bifurcation_table_backup16nov,"Schema-based summary for 'lidar bifurcation table backup16nov'. Key fields: ID, PROPERTY_NUMBER, PROPERTY_NAME, PROPERTY_TYPE, X_MOVE, Y_MOVE.","ID(int), PROPERTY_NUMBER(int), PROPERTY_NAME(varchar(100)), PROPERTY_TYPE(int), X_MOVE(tinyint(1)), Y_MOVE(tinyint(1)), Z_MOVE(tinyint(1)), FRONT_LIDAR(tinyint(1)), REAR_LIDAR(tinyint(1)), BOTTOM_LIDAR(tinyint(1)), FRONT_LIDAR_ZONE(int), REAR_LIDAR_ZONE(int), BOTTOM_LIDAR_ZONE(int)",ID,general_table,YES
live_inventory_log,"Schema-based summary for 'live inventory log'. Key fields: INVENTORY_LOG_ID, BIN_ID, SEGMENT_NO, SKU_ID, BATCH_ID, QUANTITY.","INVENTORY_LOG_ID(char(36)), BIN_ID(int), SEGMENT_NO(int), SKU_ID(varchar(200)), BATCH_ID(varchar(200)), QUANTITY(int), OPERATION(enum('PICK','PUT')), WAVE_ID(varchar(200)), WAVE_TYPE(varchar(100)), INSERTED_TIMESTAMP(datetime(3)), IS_ACTIVE(tinyint(1))",INVENTORY_LOG_ID,log_table,YES
live_inventory_master,"This table shows the live system quantities for each SKU batch and the amount of SKU allocated for future pick and put operations. Key fields: BIN_ARTICLE_ID, ARTICLE_ID, BATCH_ID, QUANTITY, BIN_ID, CATEGORY.","BIN_ARTICLE_ID(char(36)), ARTICLE_ID(varchar(200)), BATCH_ID(varchar(200)), QUANTITY(int), BIN_ID(int), CATEGORY(int), SEGMENT_NO(int), VIRTUAL_QUANTITY_TO_PUT(int), VIRTUAL_QUANTITY_TO_PICK(int), IS_ACTIVE(tinyint), REMARK(text), UPDATED_TIMESTAMP(datetime(3))",BIN_ARTICLE_ID,config_master,YES
live_inventory_master_log,"Log/audit table recording events or state changes. Key fields: LOG_ID, BIN_ID, ARTICLE_ID, BATCH_ID.","LOG_ID(char(36)), BIN_ID(int), ARTICLE_ID(varchar(200)), BATCH_ID(varchar(200))",LOG_ID,log_table,YES
